# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues calculated from a non-polarized calculation
# Eigenvalues read from siesta.EIG
# Kpoint weights read from siesta.KP
# Using smearing parameter:   0.0500
# Using 1000 points in the energy range
# Selected bands: 1 to: 2981
# Emin, Emax in file for selected band(s):    -27.0648331    218.3344870
# Nbands, Nspin, Nk   =   2981     1     1
# E_F                 =    -4.2737 eV --> (shifted to ZERO)
# Broadening          =     0.0500 eV
#
#        E            N(up)  (=)   N(down)         Ntot
     -5.000000     38.002787     38.002787     76.005574
     -4.989990     40.275739     40.275739     80.551479
     -4.979980     42.313042     42.313042     84.626083
     -4.969970     43.654875     43.654875     87.309751
     -4.959960     43.915502     43.915502     87.831004
     -4.949950     42.917573     42.917573     85.835145
     -4.939940     40.755957     40.755957     81.511913
     -4.929930     37.788273     37.788273     75.576546
     -4.919920     34.577833     34.577833     69.155665
     -4.909910     31.816137     31.816137     63.632275
     -4.899900     30.230393     30.230393     60.460786
     -4.889890     30.458859     30.458859     60.917717
     -4.879880     32.880928     32.880928     65.761855
     -4.869870     37.429980     37.429980     74.859959
     -4.859860     43.471459     43.471459     86.942917
     -4.849850     49.847815     49.847815     99.695631
     -4.839840     55.139646     55.139646    110.279292
     -4.829830     58.081962     58.081962    116.163923
     -4.819820     57.971647     57.971647    115.943294
     -4.809810     54.881687     54.881687    109.763374
     -4.799800     49.585150     49.585150     99.170300
     -4.789790     43.237697     43.237697     86.475394
     -4.779780     36.979788     36.979788     73.959577
     -4.769770     31.632570     31.632570     63.265139
     -4.759760     27.580525     27.580525     55.161050
     -4.749750     24.825156     24.825156     49.650312
     -4.739740     23.126221     23.126221     46.252442
     -4.729730     22.144474     22.144474     44.288948
     -4.719720     21.538606     21.538606     43.077212
     -4.709710     21.011489     21.011489     42.022978
     -4.699700     20.325700     20.325700     40.651399
     -4.689690     19.314482     19.314482     38.628963
     -4.679680     17.907002     17.907002     35.814004
     -4.669670     16.170084     16.170084     32.340167
     -4.659660     14.348916     14.348916     28.697832
     -4.649650     12.877190     12.877190     25.754380
     -4.639640     12.330397     12.330397     24.660794
     -4.629630     13.312872     13.312872     26.625744
     -4.619620     16.291532     16.291532     32.583064
     -4.609610     21.411946     21.411946     42.823892
     -4.599600     28.353520     28.353520     56.707041
     -4.589590     36.292716     36.292716     72.585432
     -4.579580     44.029413     44.029413     88.058826
     -4.569570     50.278909     50.278909    100.557817
     -4.559560     54.052877     54.052877    108.105753
     -4.549550     54.988530     54.988530    109.977059
     -4.539540     53.482481     53.482481    106.964962
     -4.529530     50.558992     50.558992    101.117984
     -4.519520     47.517948     47.517948     95.035895
     -4.509510     45.503972     45.503972     91.007945
     -4.499499     45.163907     45.163907     90.327814
     -4.489489     46.506853     46.506853     93.013707
     -4.479479     48.984195     48.984195     97.968390
     -4.469469     51.720129     51.720129    103.440258
     -4.459459     53.786037     53.786037    107.572073
     -4.449449     54.429879     54.429879    108.859759
     -4.439439     53.219270     53.219270    106.438540
     -4.429429     50.099321     50.099321    100.198642
     -4.419419     45.383640     45.383640     90.767280
     -4.409409     39.691893     39.691893     79.383787
     -4.399399     33.837674     33.837674     67.675349
     -4.389389     28.671928     28.671928     57.343855
     -4.379379     24.903388     24.903388     49.806776
     -4.369369     22.938569     22.938569     45.877137
     -4.359359     22.793537     22.793537     45.587074
     -4.349349     24.115720     24.115720     48.231439
     -4.339339     26.316738     26.316738     52.633475
     -4.329329     28.772343     28.772343     57.544686
     -4.319319     31.016292     31.016292     62.032584
     -4.309309     32.858265     32.858265     65.716530
     -4.299299     34.389793     34.389793     68.779586
     -4.289289     35.886872     35.886872     71.773744
     -4.279279     37.650891     37.650891     75.301781
     -4.269269     39.841643     39.841643     79.683287
     -4.259259     42.354522     42.354522     84.709044
     -4.249249     44.787280     44.787280     89.574560
     -4.239239     46.526232     46.526232     93.052463
     -4.229229     46.945394     46.945394     93.890789
     -4.219219     45.656334     45.656334     91.312668
     -4.209209     42.700561     42.700561     85.401121
     -4.199199     38.581232     38.581232     77.162464
     -4.189189     34.101634     34.101634     68.203268
     -4.179179     30.079669     30.079669     60.159339
     -4.169169     27.075709     27.075709     54.151417
     -4.159159     25.260209     25.260209     50.520417
     -4.149149     24.466736     24.466736     48.933471
     -4.139139     24.378859     24.378859     48.757717
     -4.129129     24.740897     24.740897     49.481794
     -4.119119     25.484548     25.484548     50.969095
     -4.109109     26.713295     26.713295     53.426591
     -4.099099     28.557267     28.557267     57.114535
     -4.089089     30.976609     30.976609     61.953219
     -4.079079     33.626543     33.626543     67.253086
     -4.069069     35.879438     35.879438     71.758876
     -4.059059     37.024034     37.024034     74.048068
     -4.049049     36.560737     36.560737     73.121474
     -4.039039     34.444896     34.444896     68.889793
     -4.029029     31.146816     31.146816     62.293632
     -4.019019     27.495060     27.495060     54.990120
     -4.009009     24.387859     24.387859     48.775717
     -3.998999     22.519933     22.519933     45.039867
     -3.988989     22.242901     22.242901     44.485802
     -3.978979     23.584655     23.584655     47.169310
     -3.968969     26.364224     26.364224     52.728448
     -3.958959     30.309193     30.309193     60.618385
     -3.948949     35.119540     35.119540     70.239079
     -3.938939     40.484084     40.484084     80.968168
     -3.928929     46.091597     46.091597     92.183193
     -3.918919     51.664794     51.664794    103.329589
     -3.908909     57.002219     57.002219    114.004437
     -3.898899     61.983455     61.983455    123.966910
     -3.888889     66.506553     66.506553    133.013106
     -3.878879     70.375815     70.375815    140.751629
     -3.868869     73.207374     73.207374    146.414749
     -3.858859     74.431412     74.431412    148.862825
     -3.848849     73.429598     73.429598    146.859197
     -3.838839     69.773132     69.773132    139.546265
     -3.828829     63.461542     63.461542    126.923085
     -3.818819     55.045134     55.045134    110.090268
     -3.808809     45.558906     45.558906     91.117812
     -3.798799     36.280356     36.280356     72.560712
     -3.788789     28.401397     28.401397     56.802793
     -3.778779     22.734969     22.734969     45.469937
     -3.768769     19.550628     19.550628     39.101256
     -3.758759     18.573930     18.573930     37.147860
     -3.748749     19.126753     19.126753     38.253506
     -3.738739     20.352218     20.352218     40.704437
     -3.728729     21.459984     21.459984     42.919968
     -3.718719     21.934747     21.934747     43.869494
     -3.708709     21.663023     21.663023     43.326047
     -3.698699     20.948267     20.948267     41.896533
     -3.688689     20.404904     20.404904     40.809808
     -3.678679     20.750372     20.750372     41.500743
     -3.668669     22.547656     22.547656     45.095312
     -3.658659     25.978318     25.978318     51.956637
     -3.648649     30.730606     30.730606     61.461213
     -3.638639     36.055738     36.055738     72.111476
     -3.628629     40.981173     40.981173     81.962346
     -3.618619     44.600135     44.600135     89.200271
     -3.608609     46.321723     46.321723     92.643446
     -3.598599     45.990123     45.990123     91.980246
     -3.588589     43.850977     43.850977     87.701955
     -3.578579     40.412431     40.412431     80.824861
     -3.568569     36.276061     36.276061     72.552122
     -3.558559     31.993597     31.993597     63.987193
     -3.548549     27.969587     27.969587     55.939174
     -3.538539     24.410904     24.410904     48.821807
     -3.528529     21.326063     21.326063     42.652126
     -3.518519     18.579812     18.579812     37.159624
     -3.508509     15.993226     15.993226     31.986451
     -3.498498     13.453771     13.453771     26.907543
