theta,phi,psi,dd0,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,lx0,ly0,lz0,lx1,ly1,lz1,lx2,ly2,lz2,lx3,ly3,lz3,lx4,ly4,lz4,lx5,ly5,lz5,lx6,ly6,lz6,lx7,ly7,lz7,lx8,ly8,lz8,lx9,ly9,lz9,si0_O239,si1_H231,si2_N238,si3_H237,si4_N238,si5_H236,si6_C169,si6_C188,si6_C24,si6_C26,si7_C169,si7_C188,si7_C24,si7_C26,si7_H217,si8_C188,si8_C26,si8_H216,si8_H221,si8_H224,si9_C169,si9_C188,si9_C24,si9_C26,si9_H216,si9_H221,mj0_H231,mj1_O239,mj2_H237,mj3_N238,mj4_H236,mj5_N238,mj6_H216,mj6_H217,mj6_H221,mj6_H224,mj7_C26,mj7_H216,mj7_H217,mj7_H221,mj7_H224,mj8_C169,mj8_C188,mj8_C24,mj8_H217,mj8_H224,mj9_C169,mj9_C24,mj9_H216,mj9_H217,mj9_H221,mj9_H224
60,180,300,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.73018941,-0.06267765,-0.68036238,-0.73018941,0.06267765,0.68036238,0.22193762,-0.83534805,-0.50292686,-0.22193762,0.83534805,0.50292686,0.34427533,0.7576183,-0.5545152,-0.34427533,-0.7576183,0.5545152,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,180,360,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.73018941,0.55787228,0.39446162,0.73018941,-0.55787228,-0.39446162,-0.22193762,0.01787341,0.97489606,0.22193762,-0.01787341,-0.97489606,-0.34427533,0.8590334,-0.3788591,0.34427533,-0.8590334,0.3788591,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,240,0,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.2241164,-0.06267765,-0.97254377,0.2241164,0.06267765,0.97254377,-0.32457863,-0.83534805,-0.44366704,0.32457863,0.83534805,0.44366704,-0.30808658,0.7576183,-0.57540878,0.30808658,-0.7576183,0.57540878,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,0.84576343,-0.53355637,0.0,0.84576345,-0.53355634,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,240,60,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.41217249,0.90791388,0.07618566,0.41217249,-0.90791388,-0.07618566,0.51942294,0.83277274,0.19153974,-0.51942294,-0.83277274,-0.19153974,-0.84212049,0.29566006,-0.45101696,0.84212049,-0.29566006,0.45101696,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,0.84576343,-0.53355637,0.0,0.84576345,-0.53355634,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,240,120,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.08207973,-0.63379017,-0.7691365,0.08207973,0.63379017,0.7691365,0.26666871,-0.96289994,0.04134735,-0.26666871,0.96289994,-0.04134735,-0.66359292,0.0725323,-0.74456806,0.66359292,-0.0725323,0.74456806,0.84576343,-0.53355637,0.0,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,240,180,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.84942837,-0.34919666,0.39564019,0.84942837,0.34919666,-0.39564019,-0.57093667,0.51725783,0.63755294,0.57093667,-0.51725783,-0.63755294,-0.59980466,-0.68108101,-0.41995372,0.59980466,0.68108101,0.41995372,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,240,240,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.70558396,-0.1876417,-0.68333,0.70558396,0.1876417,0.68333,-0.06491372,0.4745824,-0.8778131,0.06491372,-0.4745824,0.8778131,-0.47623063,-0.87115581,-0.11954092,0.47623063,0.87115581,0.11954092,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,240,300,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.82595318,-0.43467228,-0.35896989,-0.82595318,0.43467228,0.35896989,0.89217218,0.44971176,-0.04226386,-0.89217218,-0.44971176,0.04226386,0.18405661,-0.98290027,-0.00532106,-0.18405661,0.98290027,0.00532106,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,240,360,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.06846615,0.09354091,0.99325752,-0.06846615,-0.09354091,-0.99325752,-0.76506912,0.26145746,0.58847883,0.76506912,-0.26145746,-0.58847883,0.64745098,-0.48684196,0.58633627,-0.64745098,0.48684196,-0.58633627,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,300,0,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.46601573,-0.8134158,0.3481122,0.46601573,0.8134158,-0.3481122,-0.83344646,-0.37890889,-0.40223518,0.83344646,0.37890889,0.40223518,0.43496591,-0.75120308,0.49648431,-0.43496591,0.75120308,-0.49648431,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,300,60,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.72646201,-0.1580947,-0.66877278,-0.72646201,0.1580947,0.66877278,-0.11678834,0.11549955,-0.98641697,0.11678834,-0.11549955,0.98641697,0.98059434,0.08730008,0.17553213,-0.98059434,-0.08730008,-0.17553213,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,0.84576343,-0.53355637,0.0,0.84576345,-0.53355634,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,300,120,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.81881714,0.41797916,0.39348435,0.81881714,-0.41797916,-0.39348435,-0.93088162,-0.21168959,-0.29773314,0.93088162,0.21168959,0.29773314,-0.08056018,0.35626482,0.93090469,0.08056018,-0.35626482,-0.93090469,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,300,180,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.89327666,0.13177786,-0.42975508,-0.89327666,-0.13177786,0.42975508,0.17775138,-0.15199966,-0.9722647,-0.17775138,0.15199966,0.9722647,0.71057225,0.6280547,0.3172262,-0.71057225,-0.6280547,-0.3172262,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,300,240,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.11243062,-0.68139994,0.723223,-0.11243062,0.68139994,-0.723223,0.35144154,-0.92329759,-0.15494674,-0.35144154,0.92329759,0.15494674,0.16059495,0.19955581,0.96663583,-0.16059495,-0.19955581,-0.96663583,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,0.84576343,-0.53355637,0.0,0.84576345,-0.53355634,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,300,300,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.71042182,-0.70357223,-0.0168813,0.71042182,0.70357223,0.0168813,0.18405441,-0.97371355,-0.13417897,-0.18405441,0.97371355,0.13417897,-0.88253417,0.05388744,0.46714846,0.88253417,-0.05388744,-0.46714846,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,0.84576343,-0.53355637,0.0,0.84576345,-0.53355634,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,300,360,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.17977808,-0.33716648,-0.92411938,-0.17977808,0.33716648,0.92411938,0.88041356,-0.37065437,-0.29577928,-0.88041356,0.37065437,0.29577928,-0.68396388,-0.37761871,-0.62417595,0.68396388,0.37761871,0.62417595,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,0,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.17977808,0.63172762,-0.75405443,-0.17977808,-0.63172762,0.75405443,0.88041356,0.07082519,-0.46888575,-0.88041356,-0.07082519,0.46888575,-0.68396388,0.35174287,-0.63911537,0.68396388,-0.35174287,0.63911537,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,60,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.74919786,0.64013944,0.17006495,0.74919786,-0.64013944,-0.17006495,0.05787427,0.98320029,-0.17310646,-0.05787427,-0.98320029,0.17310646,-0.9736276,-0.2276493,-0.01493943,0.9736276,0.2276493,0.01493943,0.84576343,-0.53355637,0.0,-0.84576345,0.53355634,0.0,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,360,120,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.22495914,-0.73521896,0.63940949,-0.22495914,0.73521896,-0.63940949,-0.5845052,-0.27063678,0.7649232,0.5845052,0.27063678,-0.7649232,0.57418427,-0.79274287,-0.20461979,-0.57418427,0.79274287,0.20461979,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,180,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.22495914,0.92135434,-0.31701355,0.22495914,-0.92135434,0.31701355,0.5845052,0.79776131,0.14808327,-0.5845052,-0.79776131,-0.14808327,-0.57418427,0.2191655,-0.78884536,0.57418427,-0.2191655,0.78884536,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,240,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.74919786,-0.17278915,0.63940949,-0.74919786,0.17278915,-0.63940949,-0.05787427,-0.64151474,0.7649232,0.05787427,0.64151474,-0.7649232,0.9736276,0.10088673,-0.20461979,-0.9736276,-0.10088673,0.20461979,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,300,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.17977808,-0.9688941,0.17006495,0.17977808,0.9688941,-0.17006495,-0.88041356,-0.44147956,-0.17310646,0.88041356,0.44147956,0.17310646,0.68396388,-0.72936158,-0.01493943,-0.68396388,0.72936158,0.01493943,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,360,360,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.17977808,-0.63172762,-0.75405443,0.17977808,0.63172762,0.75405443,-0.88041356,-0.07082519,-0.46888575,0.88041356,0.07082519,0.46888575,0.68396388,-0.35174287,-0.63911537,-0.68396388,0.35174287,0.63911537,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0,0,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.17977808,0.9688941,-0.17006495,0.17977808,-0.9688941,0.17006495,-0.88041356,0.44147956,0.17310646,0.88041356,-0.44147956,-0.17310646,0.68396388,0.72936158,0.01493943,-0.68396388,-0.72936158,-0.01493943,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0,60,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.20210569,-0.32427563,0.92411938,-0.20210569,0.32427563,-0.92411938,-0.11921068,-0.9477877,0.29577928,0.11921068,0.9477877,-0.29577928,0.66900934,0.40352074,0.62417595,-0.66900934,-0.40352074,-0.62417595,-0.84576345,0.53355634,0.0,0.84576343,-0.53355637,0.0,-0.84576344,-0.53355636,0.0,-0.84576344,-0.53355636,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,0,120,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.45162122,0.49411519,-0.74289062,-0.45162122,-0.49411519,0.74289062,-0.12896431,-0.21211021,-0.96869787,0.12896431,0.21211021,0.96869787,0.30835689,0.95053538,0.03737124,-0.30835689,-0.95053538,-0.03737124,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0,180,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.45162122,-0.39630456,0.79936162,0.45162122,0.39630456,-0.79936162,0.12896431,-0.94497207,0.3006561,-0.12896431,0.94497207,-0.3006561,-0.30835689,0.50763213,0.80450217,0.30835689,-0.50763213,-0.80450217,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0,240,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,-0.20210569,0.63817305,-0.74289062,0.20210569,-0.63817305,0.74289062,0.11921068,-0.21774148,-0.96869787,-0.11921068,0.21774148,0.96869787,-0.66900934,0.74231259,0.03737124,0.66900934,-0.74231259,-0.03737124,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0,300,1.01241692,1.01241692,1.04773118,1.04773118,1.04925177,1.04925177,1.10341693,1.10341693,1.10341693,1.10341693,0.17977808,0.33716648,0.92411938,-0.17977808,-0.33716648,-0.92411938,0.88041356,0.37065437,0.29577928,-0.88041356,-0.37065437,-0.29577928,-0.68396388,0.37761871,0.62417595,0.68396388,-0.37761871,-0.62417595,0.84576344,0.53355636,0.0,-0.84576344,-0.53355636,0.0,0.84576345,-0.53355634,0.0,0.84576343,-0.53355637,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
